user_id_str,info,whether_active,user_screen_name
57791793.0,F,no,Not found
92506401.0,F,no,Not found
2582743346.0,M,no,Not found
275892665.0,F,no,Not found
3264700257.0,M,no,Not found
455290024.0,M,no,Not found
133795300.0,M,no,Not found
29547017.0,F,no,Not found
79095526.0,M,no,Not found
247894564.0,F,no,Not found
218064209.0,M,no,Not found
95240527.0,M,no,Not found
7.57e+17,F,,Not found
1498050319.0,F,no,Not found
268325835.0,M,no,Not found
1734174698.0,F,no,Not found
87117683.0,M,no,Not found
406888732.0,M,no,Not found
142201059.0,M,no,Not found
127537708.0,M,no,Not found
90344035.0,M,no,Not found
15363966.0,M,no,Not found
2856399197.0,M,no,Not found
565815554.0,M,no,Not found
433114728.0,F,no,Not found
15154216.0,F,no,Not found
561696170.0,F,no,Not found
184341382.0,M,no,Not found
64988324.0,F,no,Not found
509.0,M,no,Not found
133172077.0,F,no,Not found
7.32e+17,F,,Not found
1856634302.0,F,no,Not found
299195185.0,F,no,Not found
98863587.0,M,no,Not found
3257994684.0,F,no,Not found
2345649007.0,M,no,Not found
244127595.0,F,no,Not found
17782870.0,M,no,Not found
96399442.0,M,no,Not found
1169020747.0,M,no,Not found
508281458.0,F,no,Not found
282751621.0,M,no,Not found
7.14e+17,M,,Not found
7.14e+17,F,,Not found
16069130.0,F,no,Not found
113948965.0,M,no,Not found
2523514141.0,M,no,Not found
7.73e+17,F,,Not found
61141419.0,M,no,Not found
7.78e+17,M,,Not found
29698415.0,F,no,Not found
3057228958.0,M,no,Not found
73416807.0,M,no,Not found
821125016.0,M,no,Not found
2193153876.0,F,no,Not found
427609692.0,F,no,Not found
114785935.0,F,no,Not found
2805689886.0,M,no,Not found
937472923.0,M,no,Not found
54641026.0,F,no,Not found
211419571.0,M,no,Not found
3020447602.0,M,no,Not found
2482688934.0,F,no,Not found
2508603106.0,M,no,Not found
4672171753.0,F,no,Not found
58433580.0,M,no,Not found
312837010.0,M,no,Not found
843798637.0,M,no,Not found
73097498.0,M,yes,hd_nemesis
1186727431.0,M,no,Not found
103623830.0,M,no,Not found
2299229156.0,F,no,Not found
393362049.0,M,no,Not found
97011860.0,M,no,Not found
7.15e+17,M,,Not found
976602654.0,F,no,Not found
535015099.0,F,no,Not found
195448833.0,F,no,Not found
3230947374.0,M,no,Not found
1695720008.0,F,no,Not found
166950381.0,M,no,Not found
1202660983.0,M,no,Not found
2411748420.0,F,no,Not found
28579374.0,F,no,Not found
2613132308.0,M,no,Not found
111154233.0,F,no,Not found
101817037.0,M,no,Not found
1393820892.0,M,no,Not found
171696906.0,M,no,Not found
70380059.0,F,no,Not found
100209462.0,M,no,Not found
3104054881.0,F,no,Not found
309103324.0,F,no,Not found
74479455.0,M,no,Not found
405164703.0,F,no,Not found
7.04e+17,M,,Not found
16974098.0,M,no,Not found
7.38e+17,F,,Not found
181163587.0,M,no,Not found
55197678.0,F,no,Not found
273795832.0,F,no,Not found
88709529.0,M,yes,Tushi_Joy
487962424.0,F,no,Not found
214875930.0,M,no,Not found
274670671.0,M,no,Not found
16898014.0,F,no,Not found
